Sort_Code,Survey Year,Year4,ID,GID_Compatible_ID,State Code,Type Code,Name,Hous & Com-Total Exp,Hous & Com-Total IG,Hous & Com-Direct Exp,Hous & Com-Cur Oper (E50),Hous & Com-Cap Outlay,Libraries-Total Expend,Libraries-Total IG Exp,Libraries-Direct Exp,Libraries-Current Oper (E52),Libraries-Cap Outlay,Total Nat Res-Tot Exp,Total Nat Res-Tot IG,Total Nat Res-Dir Exp,Total Nat Res-Cur Oper,Total Nat Res-Cap Out,Agriculture-Total Exp,Agriculture-Tot IG Exp,Agriculture-Direct Exp,Agriculture-Cur Oper (E54),Agriculture-Cap Outlay,Fish & Game-Total Exp,Fish & Game-Tot IG Exp,Fish & Game-Direct Exp,Fish & Game-Cur Oper (E55),Fish & Game-Cap Outlay,Forestry-Total Expend,Forestry-Total IG Exp,Forestry-Direct Expend,Forestry-Current Oper (E56),Forestry-Cap Outlay,Soil & Water Resources-Total Expend,Nat Res NEC-Total Exp,Nat Res NEC-Tot IG Exp,Nat Res NEC-Direct Exp,Nat Res NEC-Cur Oper (E59),Nat Res NEC-Cap Outlay,Parks & Rec-Total Exp,Parks & Rec-Tot IG Exp,Parks & Rec-Direct Exp,Parks & Rec-Cur Oper (E61),Parks & Rec-Cap Outlay,Police Prot-Total Exp,Police Prot-Tot IG Exp,Police Prot-Direct Exp,Police Prot-Cur Oper (E62),Police Prot-Cap Outlay,Prot Insp-Total Exp,Prot Insp-Total IG Exp,Prot Insp-Direct Exp,Prot Insp-Current Oper (E66),Prot Insp-Cap Outlay,Public Welf-Total Exp,Public Welf-Tot IG Exp,Public Welf-Direct Exp,Public Welf-Cur Oper,Public Welf-Cash Asst,Public Welf-Cap Outlay,Welf-Categ-Total Exp,Welf-Categ-Tot Exp-Old Age Assistance,Welf-Categ-Tot Exp-Aid to Dep Children,Welf-Categ-Tot Exp-Aid to Blind,Welf-Categ-Tot Exp-Aid to Disabled,Welf-Categ-Tot IG Exp,Welf-Categ-Tot IG Exp-Old Age Assistance,Welf-Categ-Tot IG Exp-Aid to Dep Children,Welf-Categ-Tot IG Exp-Aid to Blind,Welf-Categ-Tot IG Exp-Aid to Disabled,Welf-Categ-Cash Assist (E67),Welf-Categ-Cash Assist-Old Age Assistance,Welf-Categ-Cash Assist-Aid to Dep Children,Welf-Categ-Cash Assist-Aid to Blind,Welf-Categ-Cash Assist-Aid to Disabled,Welf-Categ-IG To Fed (S67),Welf-Cash-Total Exp,Welf-Cash-Tot IG Exp,Welf-Cash-Cash Assist (E68),Total Vendor Payments,Welf-Vend Pmts-Medical (E74),Welf-Vend Pmts-NEC (E75),Welf-State Share Medicare D-To Fed (E73),Welf-State Share Medicare D-To Fed (S74),Welf-Ins-Total Exp,Welf-Ins-Current Oper (E77),Welf-Ins-Cap Outlay,Welf-Public Assist NEC-Total Exp,Welf-Public Assist NEC-Total IG Exp,Welf-Public Assist NEC-Direct Exp,Welf-Administration,Welf-NEC-Total Expend,Welf-NEC-Total IG Exp,Welf-NEC-Direct Expend,Welf-NEC-Current Oper (E79),Welf-NEC-Cap Outlay,Sanitation-Tot Exp,Sanitation-Tot IG,Sanitation-Dir Exp,Sanitation-Cur Op,Sanitation-Cap Out,Sewerage-Total Expend,Sewerage-Total IG Exp,Sewerage-Direct Expend,Sewerage-Current Oper (E80),Sewerage-Cap Outlay,SW Mgmt-Total Expend,SW Mgmt-Tot IG Exp,SW Mgmt-Direct Expend,SW Mgmt-Current Oper (E81),SW Mgmt-Capital Outlay,Total Veterans Svs NEC,Veterans Bonus (E84),Vet Affairs-Total Exp,Vet Affairs-Cur Oper (E85),Vet Affairs-Cap Outlay,Water Trans-Total Exp,Water Trans-Tot IG,Water Trans-Other Than Cap Outlay,Water Trans-Direct Exp,Water Trans-Cur Oper (E87),Water Trans-Cap Outlay,Interest on Gen Debt (I89),Assist & Subsidies NEC,Defense-Total Exp,General NEC-Total Exp,General NEC-Tot IG Exp,General NEC-Direct Exp,General NEC-Cur Oper (E89),General NEC-Cap Outlay,General NEC-IG To Fed (S89),Liquor Stores-Tot Exp,Liquor Stores-Cur Oper (E90),Liquor Stores-Cap Out,Total Util-Total Exp,Total Util-Inter Exp,Total Util-Cur Oper,Total Util-Cap Outlay,Total Util-Construct,Total Util-Other Cap,Water Util-Total Exp,Water Util-Inter Exp (I91),Water Util-Cur Oper (E91),Water Util-Cap Outlay,Water Util-Construct (F91),Water Util-Other Cap (G91),Elec Util-Total Exp,Elec Util-Inter Exp (I92),Elec Util-Cur Oper (E92),Elec Util-Cap Outlay,Elec Util-Construct (F92),Elec Util-Other Cap (G92),Gas Util-Total Exp,Gas Util-Inter Exp (I93),Gas Util-Cur Oper (E93),Gas Util-Cap Outlay,Gas Util-Construct (F93),Gas Util-Other Cap (G93),Transit Util-Total Exp,Transit Util-Inter Exp (I94),Transit Util-Cur Oper (E94),Transit Util-Cap Outlay,Transit Util-Construct (F94),Transit Util-Other Cap (G94),Total Insurance Trust Expend,Emp Ret-Total Expend,Emp Ret-Benefit Paymts (X11),Emp Ret-Withdrawals (X12),Emp Ret-Other Paymts (X14),Unemp Comp-Total Exp,Unemp Comp-Ben Paymts (Y05),Unemp-Ext & Spec Pmts (Y06),Worker Comp-Total Exp,Worker Comp-Ben Paymts (Y14),Worker Comp-Other Pmts (Y15),Oth Ins Trust-Tot Exp,Oth Ins Trst-Ben Pmts (Y53),Oth Ins Trst-Oth Pmts (Y54)
-6261.0,5,2005.0,02-2,02000000000000,2,2,AK STATE GOVT,114503,0,114503,114503,0,4047,0,4047,4043,4,308722,1270,307452,298776,8676,0,0,0,0,0,135232,0,135232,129925,5307,94885,51,94834,93814,1020,0,78605,1219,77386,75037,2349,9300,452,8848,7335,1513,74196,5543,68653,63723,4930,25852,1213,24639,24292,347,1427178,49312,1377866,1192622,184451,793,180448,0,0,0,0,30031,0,0,0,0,150417,0,0,0,0,0,34034,0,34034,1013340,1013340,0,0,0,48444,48238,206,0,0,0,0,150912,19281,131631,131044,587,60702,60702,0,0,0,60702,60702,0,0,0,0,0,0,0,0,5898,0,5898,5833,65,0,0,0,0,0,0,289978,0,0,854000,128805,725195,698686,26509,0,0,0,0,88139,8553,78090,1496,1496,0,0,0,0,0,0,0,88139,8553,78090,1496,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,852754,734066,719372,14694,0,115089,110994,4095,3599,3599,0,0,0,0
-6258.0,5,2005.0,03-2,03000000000000,3,2,AZ STATE GOVT,84087,17028,67059,66390,669,10618,1440,9178,8752,426,278157,1414,276743,262015,14728,0,0,0,0,0,59117,0,59117,50848,8269,14464,0,14464,13829,635,0,204576,1414,203162,197338,5824,253332,39376,213956,39744,174212,205139,8806,196333,172816,23517,120177,0,120177,114697,5480,6179132,846830,5332302,5109846,195957,26499,1038684,0,0,0,0,846830,0,0,0,0,191854,0,0,0,0,0,4103,0,4103,4185427,4178879,6548,0,0,16428,16200,228,0,0,0,0,934490,0,934490,908219,26271,26800,511,26289,26133,156,511,511,0,0,0,26289,0,26289,26133,156,3827,0,3827,3638,189,0,0,0,0,0,0,255091,0,0,354423,47227,307196,292965,14231,0,0,0,0,30570,2991,27481,98,58,40,0,0,0,0,0,0,30570,2991,27481,98,58,40,0,0,0,0,0,0,0,0,0,0,0,0,2450757,1812710,1744163,68547,0,246211,246211,0,391836,391836,0,0,0,0
-6255.0,5,2005.0,04-2,04000000000000,4,2,AR STATE GOVT,36592,23009,13583,13583,0,5591,2576,3015,3015,0,214785,16165,198620,190544,8076,0,0,0,0,0,48315,3791,44524,42354,2170,16728,45,16683,16578,105,0,149742,12329,137413,131612,5801,38120,1292,36828,36828,0,64042,27,64015,63989,26,70070,58,70012,69996,16,3172494,39,3172455,3154513,17915,27,17786,0,0,0,0,0,0,0,0,0,17786,0,0,0,0,0,129,0,129,2704463,2704463,0,0,0,4033,4007,26,0,0,0,0,446083,39,446044,446043,1,21796,58,21738,21727,11,77,58,19,8,11,21719,0,21719,21719,0,1358,0,1358,1358,0,0,0,0,0,0,0,135339,0,0,231699,105589,126110,125283,827,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968596,727741,721618,6123,0,227210,227210,0,13645,13645,0,0,0,0
-6252.0,5,2005.0,05-2,05000000000000,5,2,CA STATE GOVT,462476,271851,190625,190588,37,69466,48541,20925,20907,18,3471179,459050,3012129,2315033,697096,0,0,0,0,0,424629,1407,423222,215751,207471,670184,231215,438969,412918,26051,0,2376366,226428,2149938,1686364,463574,608836,246059,362777,272704,90073,1242628,20427,1222201,1183462,38739,2501382,1496,2499886,2492933,6953,52604366,22509596,30094770,30074510,0,20260,9327027,0,0,0,0,9327027,0,0,0,0,0,0,0,0,0,3410932,0,0,0,26524031,26432768,91263,0,0,111220,95513,15707,0,0,0,0,16642088,13182569,3459519,3454966,4553,1574692,206144,1368548,1367789,759,329898,185170,144728,144728,0,1244794,20974,1223820,1223061,759,3109,0,3109,3109,0,0,0,0,0,0,0,4222007,0,0,7128844,990538,6138306,6109245,29061,36920,0,0,0,5893199,436000,5457199,0,0,0,0,0,0,0,0,0,5856728,436000,5420728,0,0,0,0,0,0,0,0,0,36471,0,36471,0,0,0,27210077,15910033,15594861,315172,0,4469547,4445636,23911,3219177,3219177,0,3611320,3611320,0
-6249.0,5,2005.0,06-2,06000000000000,6,2,CO STATE GOVT,87896,11829,76067,75247,820,1337,1,1336,1260,76,256215,53027,203188,181330,21858,0,0,0,0,0,98339,1625,96714,79640,17074,0,0,0,0,0,0,157876,51402,106474,101690,4784,81146,10648,70498,53104,17394,109898,3403,106495,101340,5155,111280,20488,90792,89574,1218,3689633,1007682,2681951,2671990,0,9961,578605,0,0,0,0,578605,0,0,0,0,0,0,0,0,0,97,0,0,0,2190927,2184957,5970,0,0,32142,31193,949,0,0,0,0,887959,429077,458882,449870,9012,20170,1111,19059,18858,201,1643,0,1643,1640,3,18527,1111,17416,17218,198,1054,0,1054,1032,22,0,0,0,0,0,0,502562,0,0,508696,192102,316594,309785,6809,4604,0,0,0,13220,10959,2257,4,0,4,13220,10959,2257,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072931,2223188,2060968,162220,0,335413,333214,2199,473975,473975,0,40355,40355,0
-6246.0,5,2005.0,07-2,07000000000000,7,2,CT STATE GOVT,164859,15837,149022,148960,62,19697,1397,18300,14895,3405,87610,3673,83937,76677,7260,0,0,0,0,0,25166,0,25166,24563,603,9235,0,9235,9194,41,0,53209,3673,49536,42920,6616,84464,25050,59414,16568,42846,172952,0,172952,169677,3275,112278,0,112278,111137,1141,4658899,432130,4226769,3990725,235774,270,339131,0,0,0,0,105935,0,0,0,0,233196,0,0,0,0,0,2578,0,2578,3187010,3084192,102818,0,0,30526,30395,131,0,0,0,0,1099654,326195,773459,773320,139,166370,3883,162487,160077,2410,194,103,91,91,0,166176,3780,162396,159986,2410,29,0,29,0,29,1210,0,1210,1210,1210,0,1129020,0,0,1288569,239856,1048713,661881,386832,0,0,0,0,256398,0,196105,60293,58588,1705,0,0,0,0,0,0,3360,0,36,3324,3324,0,0,0,0,0,0,0,253038,0,196069,56969,55264,1705,2510670,1951641,1936628,15013,0,524316,524316,0,34713,34713,0,0,0,0
-6243.0,5,2005.0,08-2,08000000000000,8,2,DE STATE GOVT,52365,0,52365,49668,2697,6512,3139,3373,3334,39,93378,140,93238,66911,26327,0,0,0,0,0,13843,140,13703,11868,1835,5778,0,5778,3528,2250,0,73757,0,73757,51515,22242,50712,2167,48545,28686,19859,86186,2274,83912,80916,2996,52193,0,52193,50565,1628,1124234,1845,1122389,1098227,21362,2800,18985,0,0,0,0,1080,0,0,0,0,17905,0,0,0,0,1080,3457,0,3457,834591,832462,2129,0,0,43606,41555,2051,0,0,0,0,223595,765,222830,222081,749,56339,0,56339,31290,25049,0,0,0,0,0,56339,0,56339,31290,25049,0,0,0,0,0,28792,0,23907,28792,23907,4885,170367,0,0,337754,52128,285626,275114,10512,0,0,0,0,87638,0,69334,18304,9664,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87638,0,69334,18304,9664,8640,401721,303512,300693,2819,0,92403,92403,0,5806,5806,0,0,0,0
-6237.0,5,2005.0,10-2,10000000000000,10,2,FL STATE GOVT,424071,347177,76894,75988,906,49326,39292,10034,9753,281,1680204,362289,1317915,1122608,195307,0,0,0,0,0,191765,1574,190191,162032,28159,56547,857,55690,52721,2969,0,1431892,359858,1072034,907855,164179,151196,3867,147329,118198,29131,479317,7385,471932,451261,20671,413103,0,413103,397372,15731,16660990,2358,16658632,16035556,613781,9295,516351,0,0,0,0,0,0,0,0,0,516351,0,0,0,0,0,97430,0,97430,14629845,13949880,679965,0,0,38842,38070,772,0,0,0,0,1378522,2358,1376164,1367641,8523,310722,87686,223036,197551,25485,81025,81025,0,0,0,229697,6661,223036,197551,25485,6192,0,6192,5660,532,0,0,0,0,0,0,1105389,0,0,2413355,1037915,1375440,1339175,36265,0,0,0,0,66277,0,66277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66277,0,66277,0,0,0,8084034,4305857,4305857,0,0,873663,873663,0,198500,198500,0,2706014,2706014,0
-6234.0,5,2005.0,11-2,11000000000000,11,2,GA STATE GOVT,89133,41530,47603,47603,0,30341,30341,0,0,0,476463,0,476463,439701,36762,0,0,0,0,0,45130,0,45130,43190,1940,47851,0,47851,45171,2680,0,383482,0,383482,351340,32142,132087,0,132087,122019,10068,225940,12890,213050,206618,6432,76719,0,76719,76451,268,9359580,681249,8678331,8543365,134894,72,139325,0,0,0,0,6526,0,0,0,0,132799,0,0,0,0,0,2095,0,2095,7669599,7477264,192335,0,0,0,0,0,0,0,0,0,1548561,674723,873838,873766,72,2790,0,2790,309,2481,0,0,0,0,0,2790,0,2790,309,2481,33571,0,33571,32423,1148,153451,0,99438,153451,99438,54013,455725,0,0,804296,155427,648869,615753,33116,0,0,0,0,30280,0,30241,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30280,0,30241,39,0,39,3316641,2719970,2662201,57769,0,502321,502311,10,0,0,0,94350,94350,0
-6231.0,5,2005.0,12-2,12000000000000,12,2,HI STATE GOVT,91528,0,91528,87138,4390,30171,0,30171,24988,5183,114099,86,114013,108722,5291,0,0,0,0,0,3756,0,3756,3639,117,9716,0,9716,8953,763,0,100627,86,100541,96130,4411,66079,140,65939,56611,9328,15023,4153,10870,10665,205,33033,0,33033,32409,624,1414573,0,1414573,1327567,84746,2260,65788,0,0,0,0,0,0,0,0,0,65788,0,0,0,0,0,18958,0,18958,974906,939972,34934,0,0,0,0,0,0,0,0,0,354921,0,354921,352661,2260,536,0,536,306,230,295,0,295,65,230,241,0,241,241,0,1789,0,1789,1741,48,34872,6866,30663,28006,23797,4209,399345,0,0,805009,13534,791475,742010,49465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785568,679758,676316,3442,0,89504,89504,0,16306,16306,0,0,0,0
-6228.0,5,2005.0,13-2,13000000000000,13,2,ID STATE GOVT,11546,0,11546,11546,0,3793,135,3658,3507,151,198903,6203,192700,166854,25846,0,0,0,0,0,63937,0,63937,57956,5981,39004,6203,32801,31177,1624,0,95962,0,95962,77721,18241,30576,6433,24143,19020,5123,43352,2109,41243,38520,2723,58814,1251,57563,56039,1524,1371096,0,1371096,1318211,52613,272,52613,0,0,0,0,0,0,0,0,0,52613,0,0,0,0,0,0,0,0,1123262,1123262,0,0,0,20408,20274,134,0,0,0,0,174813,0,174813,174675,138,1456,100,1356,1356,0,1394,100,1294,1294,0,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,174250,0,0,100630,6737,93893,86184,7709,30,63054,63054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593545,359611,359611,0,0,122217,122217,0,111717,111717,0,0,0,0
-6225.0,5,2005.0,14-2,14000000000000,14,2,IL STATE GOVT,230091,50944,179147,179140,7,1108,0,1108,1102,6,352729,39077,313652,286286,27366,0,0,0,0,0,50261,6394,43867,40598,3269,8523,648,7875,7615,260,0,293945,32035,261910,238073,23837,284420,154744,129676,105936,23740,373221,34164,339057,328350,10707,117312,11025,106287,103923,2364,14529568,1872020,12657548,12244884,405512,7152,2181898,0,0,0,0,1786222,0,0,0,0,395676,0,0,0,0,0,9836,0,9836,9600435,8747161,853274,0,0,60336,59837,499,0,0,0,0,2677063,85798,2591265,2584612,6653,276415,160750,115665,114895,770,193093,159532,33561,33110,451,83322,1218,82104,81785,319,8214,0,8214,7819,395,0,0,0,0,0,0,2325136,0,0,2704497,208379,2496118,2478094,18024,37,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,7367507,5554000,5412805,141195,0,1802224,1802224,0,11283,11283,0,0,0,0
-6222.0,5,2005.0,15-2,15000000000000,15,2,IN STATE GOVT,209853,8,209845,209839,6,8525,4685,3840,3167,673,265346,3150,262196,244791,17405,0,0,0,0,0,35604,1162,34442,33415,1027,12265,0,12265,11779,486,0,217477,1988,215489,199597,15892,76963,6743,70220,50440,19780,235532,3013,232519,217111,15408,56908,0,56908,55812,1096,5875844,201181,5674663,5550042,120114,4507,120114,0,0,0,0,0,0,0,0,0,120114,0,0,0,0,0,0,0,0,4596435,4497684,98751,0,0,38961,37580,1381,0,0,0,0,1120334,201181,919153,916027,3126,31326,2047,29279,22183,7096,13489,182,13307,6751,6556,17837,1865,15972,15432,540,959,0,959,903,56,11244,0,3980,11244,3980,7264,731692,0,0,805758,261124,544634,528035,16599,0,0,0,0,35870,0,35870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35870,0,35870,0,0,0,1853581,1215991,1168988,47003,0,634768,634503,265,2822,2822,0,0,0,0
-6219.0,5,2005.0,16-2,16000000000000,16,2,IA STATE GOVT,60162,38690,21472,21230,242,4808,1726,3082,3072,10,234451,20123,214328,194313,20015,0,0,0,0,0,26950,1503,25447,20953,4494,5390,1006,4384,4252,132,0,202111,17614,184497,169108,15389,20410,1819,18591,18072,519,79795,5523,74272,70713,3559,48211,0,48211,47706,505,3290761,174540,3116221,3029757,81065,5399,170126,0,0,0,0,89142,0,0,0,0,80984,0,0,0,0,57100,32928,32847,81,2427715,2427714,1,0,0,53938,53248,690,0,0,0,0,606054,52551,553503,548794,4709,12764,4944,7820,7782,38,4837,0,4837,4819,18,7927,4944,2983,2963,20,1539,0,1539,1525,14,0,0,0,0,0,0,196066,0,0,308696,132563,176133,156466,19667,0,101149,101020,129,1104,0,1104,0,0,0,1088,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,1305497,1014141,969871,44270,0,289547,289547,0,1809,1809,0,0,0,0
-6216.0,5,2005.0,17-2,17000000000000,17,2,KS STATE GOVT,87095,32767,54328,54113,215,6465,3715,2750,2750,0,183914,2473,181441,172307,9134,0,0,0,0,0,25479,950,24529,23611,918,0,0,0,0,0,0,158435,1523,156912,148696,8216,22262,526,21736,19973,1763,100289,20913,79376,70907,8469,46345,0,46345,45768,577,2711174,13620,2697554,2565080,95151,37323,103125,0,0,0,0,8696,0,0,0,0,94429,0,0,0,0,0,722,0,722,2132181,2121387,10794,0,0,16863,12173,4690,0,0,0,0,458283,4924,453359,420726,32633,4613,641,3972,3972,0,0,0,0,0,0,4613,641,3972,3972,0,5153,0,5153,2380,2773,0,0,0,0,0,0,238853,0,0,233822,52682,181140,167612,13528,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056987,845890,799116,46774,0,208765,208121,644,2332,2332,0,0,0,0
-6213.0,5,2005.0,18-2,18000000000000,18,2,KY STATE GOVT,184219,60672,123547,123068,479,16412,7390,9022,8708,314,376934,14864,362070,308690,53380,0,0,0,0,0,35967,87,35880,29781,6099,16998,0,16998,14112,2886,0,323969,14777,309192,264797,44395,114674,533,114141,104037,10104,174319,26451,147868,136196,11672,98051,1778,96273,94494,1779,5426285,50037,5376248,5273958,100183,2107,100183,0,0,0,0,0,0,0,0,0,100183,0,0,0,0,0,0,0,0,4387826,4360787,27039,0,0,2148,1349,799,0,0,0,0,936128,50037,886091,884783,1308,93093,24921,68172,64039,4133,42631,24921,17710,17366,344,50462,0,50462,46673,3789,0,0,0,0,0,448,0,0,448,0,448,374114,0,0,404587,141645,262942,232298,30644,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415882,1973919,1939031,34888,0,366115,366115,0,75848,75848,0,0,0,0
-6210.0,5,2005.0,19-2,19000000000000,19,2,LA STATE GOVT,68079,40537,27542,27519,23,8709,0,8709,8095,614,447673,10166,437507,367046,70461,0,0,0,0,0,57276,0,57276,48450,8826,16867,0,16867,16692,175,0,373530,10166,363364,301904,61460,208023,28281,179742,137932,41810,273865,78351,195514,187468,8046,54084,0,54084,52484,1600,4543619,90745,4452874,4254658,195833,2383,195833,0,0,0,0,0,0,0,0,0,195833,0,0,0,0,0,0,0,0,3850006,3850006,0,0,0,13842,13295,547,0,0,0,0,483938,90745,393193,391357,1836,21907,0,21907,21062,845,0,0,0,0,0,21907,0,21907,21062,845,8847,0,8847,3428,5419,137584,19198,66806,118386,47608,70778,625305,0,0,722946,238182,484764,477835,6929,0,0,0,0,3594,0,3403,191,191,0,2105,0,1914,191,191,0,1489,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588769,2267909,2172687,95222,0,233124,233124,0,0,0,0,87736,87736,0
-6207.0,5,2005.0,20-2,20000000000000,20,2,ME STATE GOVT,137153,18076,119077,119075,2,4672,0,4672,4329,343,161376,2457,158919,152104,6815,0,0,0,0,0,50735,0,50735,48103,2632,1464,26,1438,1429,9,0,109177,2431,106746,102572,4174,11025,182,10843,10453,390,63136,1910,61226,58320,2906,47102,0,47102,46527,575,2318631,18322,2300309,2127134,164175,9000,107292,0,0,0,0,18321,0,0,0,0,88971,0,0,0,0,12321,75204,0,75204,1542375,1517499,24876,0,0,12,12,0,0,0,0,0,593748,1,593747,584747,9000,13650,212,13438,13367,71,1807,0,1807,1803,4,11843,212,11631,11564,67,331,0,331,327,4,1440,157,296,1283,139,1144,236096,0,0,530072,13038,517034,509476,7558,192,6258,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595523,486193,470218,15975,0,109330,109330,0,0,0,0,0,0,0
-6204.0,5,2005.0,21-2,21000000000000,21,2,MD STATE GOVT,237617,17137,220480,218219,2261,43742,29565,14177,14177,0,390488,2245,388243,340020,48223,0,0,0,0,0,119882,0,119882,93333,26549,0,0,0,0,0,0,270606,2245,268361,246687,21674,63042,0,63042,62426,616,327570,12940,314630,306931,7699,221337,35190,186147,183787,2360,5821012,116,5820896,5485360,333275,2261,333275,0,0,0,0,0,0,0,0,0,333275,0,0,0,0,0,0,0,0,4448212,4404840,43372,0,0,10966,10966,0,0,0,0,0,1028559,116,1028443,1026182,2261,88984,0,88984,88984,0,68984,0,68984,68984,0,20000,0,20000,20000,0,4260,0,4260,4260,0,169238,0,124875,169238,124875,44363,730031,0,0,437787,65918,371869,352081,19788,0,0,0,0,630906,0,405326,225580,206200,19380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630906,0,405326,225580,206200,19380,2546244,1729658,1714656,15002,0,376437,376437,0,271704,271704,0,168445,168445,0
-6201.0,5,2005.0,22-2,22000000000000,22,2,MA STATE GOVT,547239,176342,370897,370717,180,48236,35092,13144,12661,483,269491,33275,236216,182347,53869,0,0,0,0,0,31094,530,30564,21710,8854,1272,256,1016,852,164,0,237125,32489,204636,159785,44851,208844,79856,128988,111065,17923,452030,90122,361908,333061,28847,61180,590,60590,59196,1394,10390068,349031,10041037,9650359,383243,7435,637910,0,0,0,0,324639,0,0,0,0,313271,0,0,0,0,197629,94229,24257,69972,8972776,8179306,793470,0,0,41594,40257,1337,0,0,0,0,643559,135,643424,637326,6098,272895,3650,269245,174165,95080,234937,2854,232083,139769,92314,37958,796,37162,34396,2766,32083,0,32083,31769,314,60519,0,54913,60519,54913,5606,2873170,0,0,2295098,168828,2126270,2065114,61156,1526,0,0,0,218503,70924,69281,78298,77676,622,218503,70924,69281,78298,77676,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3805742,2429966,2361353,68613,0,1328449,1328449,0,47327,47327,0,0,0,0
-6198.0,5,2005.0,23-2,23000000000000,23,2,MI STATE GOVT,501054,15540,485514,485412,102,25930,14563,11367,11367,0,350860,24077,326783,303451,23332,0,0,0,0,0,73561,2228,71333,69519,1814,33187,2677,30510,29436,1074,0,244112,19172,224940,204496,20444,88184,5833,82351,71487,10864,324129,33277,290852,284124,6728,141624,11680,129944,129736,208,12126354,2860026,9266328,8805795,460135,398,546019,0,0,0,0,100691,0,0,0,0,445328,0,0,0,0,0,14807,0,14807,7258261,6103188,1155073,0,0,53482,53477,5,0,0,0,0,4253785,2759335,1494450,1494057,393,10141,645,9496,9474,22,1,1,0,0,0,10140,644,9496,9474,22,0,0,0,0,0,0,0,0,0,0,0,1049386,0,0,650142,340922,309220,280947,28273,0,557161,557161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5186050,3459048,3440263,18785,0,1703888,1703839,49,23114,23114,0,0,0,0
-6195.0,5,2005.0,24-2,24000000000000,24,2,MN STATE GOVT,105780,45701,60079,60061,18,2827,2273,554,546,8,458191,41354,416837,373819,43018,0,0,0,0,0,102421,1498,100923,82263,18660,55528,5464,50064,44230,5834,0,300242,34392,265850,247326,18524,175845,25980,149865,125022,24843,252355,45392,206963,190022,16941,140524,1200,139324,136395,2929,8157098,560047,7597051,7105268,480036,11747,621093,0,0,0,0,141057,0,0,0,0,480036,0,0,0,0,0,0,0,0,6317530,6317272,258,0,0,61073,60262,811,0,0,0,0,1157402,418990,738412,727476,10936,62419,21309,41110,40935,175,0,0,0,0,0,62419,21309,41110,40935,175,11554,0,11554,6960,4594,288,288,288,0,0,0,389004,0,0,229573,86187,143386,140770,2616,0,0,0,0,99101,0,95768,3333,1606,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99101,0,95768,3333,1606,1727,3197355,2514231,2470438,43793,0,606580,606418,162,76544,76544,0,0,0,0
-6192.0,5,2005.0,25-2,25000000000000,25,2,MS STATE GOVT,47581,41853,5728,5694,34,16569,10615,5954,3036,2918,232140,6106,226034,204222,21812,0,0,0,0,0,42553,1292,41261,37237,4024,28280,653,27627,26244,1383,0,161307,4161,157146,140741,16405,39247,2355,36892,29630,7262,79422,4925,74497,68480,6017,61484,737,60747,59207,1540,4280550,230094,4050456,4028327,19200,2929,244177,0,0,0,0,224977,0,0,0,0,19200,0,0,0,0,0,0,0,0,3662528,3662528,0,0,0,24490,24329,161,0,0,0,0,349355,5117,344238,341470,2768,51,51,0,0,0,0,0,0,0,0,51,51,0,0,0,3591,0,3591,3591,0,9662,35,9662,9627,9627,0,195003,0,0,382565,104215,278350,213655,64695,0,164708,164708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368403,1240468,1169305,71163,0,127935,127935,0,0,0,0,0,0,0
